tweetId	authorId	coordinates	date	text
1117850094299172866	227105435	null	2019-04-15 20:00:05	Ya hay derrumbes, como el de la torre central. Terrible
1117850095800610816	59786955	null	2019-04-15 20:00:06	@Toscanorevenge @munia Ojalá que no 🙏🏻🙏🏻🙏🏻
1117850109721452544	95925174	null	2019-04-15 20:00:09	Nos queda San Lorenzo... https://t.co/nP5SLilaX5
1117850127610175491	795664928132702209	null	2019-04-15 20:00:13	Vuelve Carvajal al lateral derecho con Valverde, Isco y Asensio titulares. Nacho ocupa el lugar del lesionado Ramos y Bale comienza de suplente.
1117850134195216384	299023418	null	2019-04-15 20:00:15	Sin palabras...
1117850138188234753	3017247370	null	2019-04-15 20:00:16	Entre la dejadez que no paro de ver, el conformismo, etc... Poco me queda para petar y mandar a todo el mundo, básicamente, a la mierda.
1117850148128772096	72090796	null	2019-04-15 20:00:18	@vamos @callejamac @JavierLZ @azanoniplus @Rubenibg @jjarcega_22 En vamos!?
1117850149277949953	1692070820	null	2019-04-15 20:00:18	Semana Santa. 📷 Susanita Toledo. https://t.co/EzLAR1bnZf
1117850174989062144	741064479824355328	null	2019-04-15 20:00:25	me cago en mi vida se me acaba de romper el alma en mil pedazos
1117850180408283138	263293479	null	2019-04-15 20:00:26	Dios mío cuantos años y años de historia perdida ,😞 cuanta tristeza me genera a mi y a quienes amamos el arte . La catedral de Notre Dame una de las catedrales más representativas de la arquitectura del arte gótico consumiéndose en las llamas . https://t.co/igtumE67ZE
1117850184040325120	449266235	[-3.58698, 40.40445]	2019-04-15 20:00:27	Bien jugado compi, juegas de locos patrii_ma 🔝🎾🎾 en Madrid Central Padel https://t.co/55cmanaIZl
1117850186980573185	76593802	null	2019-04-15 20:00:27	🔴🔴 ÚLTIMA HORA 🔴🔴  Cae la aguja central de la catedral de Notre Dame en París  https://t.co/eUfJhgt3KC
1117850192554811394	74472608	null	2019-04-15 20:00:29	Que penita! 😢😢😢
1117850211768922112	187158469	null	2019-04-15 20:00:33	Parece que ha caido la aguja de la torre de Notre Dame. Que tristeza.
1117850221680087040	284616551	null	2019-04-15 20:00:36	@Sr_Gomas De momento yo no descarto el descuido entre los operarios unido a que no se ha protegido lo suficiente la intervención. Mi chica es restauradora, lo estábamos comentando, y me ha dado a entender que allí también se cometen las mismas chapuzas en restauración que aquí. :(
1117850224972554243	265528855	null	2019-04-15 20:00:36	@RdbirdEverdeen @laspeyria lo del museo a mi me afecto mas bien por el contenido que por el edificio
1117850241150201858	4181262220	null	2019-04-15 20:00:40	@JesusM_VK participo en el sorteo, saludos
1117850255616139265	304939629	null	2019-04-15 20:00:44	El mundo se viste de luto ante la destrucción de Notre Dam por el fuego. Mi pèsame el pueblo francés.
1117850274322771968	15022080	null	2019-04-15 20:00:48	@lannaviv A ver si me pongo, me ha encantado tu vídeo. Es como volar, efectivamente.
1117850277036449793	403487449	null	2019-04-15 20:00:49	Tantos años de historia para que en 2019 como inútiles no salvemos una catedral por un incendio...
1117850279141974016	741064479824355328	null	2019-04-15 20:00:49	me cago en mi vida se me acaba se romper el alma en mil pedazos
1117850283298689024	225061698	null	2019-04-15 20:00:50	Estoy devastada con el incendio de Notre Dame, que tragedia...
1117850300809801728	600864333	null	2019-04-15 20:00:55	@raulito2903 Me interesa
1117850332002783232	299023418	null	2019-04-15 20:01:02	Qué fuerte todo 😱😱
1117850354740187137	216130584	null	2019-04-15 20:01:07	@SandovalSamu wey yo voy la semana que viene a parís y dije, ahora sí me voy a tomar una foto y apreciar la arquitectura del lugar...la vida no me da segundas oportunidades
1117850377821540353	262150489	null	2019-04-15 20:01:13	@Buba_Giles_NO Tú fíjate el Cervantes este
1117850408779538434	90463762	null	2019-04-15 20:01:20	@abc_es Comiendo? Está como un sollo
1117850424608841729	262150489	null	2019-04-15 20:01:24	@Paco_Guerrero93 @mercheli Jamás
1117850426978623489	280056806	null	2019-04-15 20:01:25	⚠️ Este es el momento en el que se cae la torre de la catedral de Notre Dame por el incendio. https://t.co/IUUL5jaiAG
1117850430355038209	29158626	[-3.68333, 40.4]	2019-04-15 20:01:25	Acaba de publicar una foto en Madrid, Spain https://t.co/PEbYMwSOi1
1117850449854341120	275784937	null	2019-04-15 20:01:30	De verdad que estoy en shock 😳  Qué pena, por favor.
1117850458083811328	225851101	null	2019-04-15 20:01:32	Duele ver el fuego en #NotreDame. Nuestra solidaridad está hoy con todos los parisinos.
1117850471115513857	262150489	null	2019-04-15 20:01:35	@JCamaraPerez Y a mí
1117850481789788161	2202474183	null	2019-04-15 20:01:38	A Bran le han dicho que lo unico que tiene que hacer es mirar a todo el mundo con cara empanado y ya.
1117850486428749824	225061698	null	2019-04-15 20:01:39	@luxomania Eres un cabrón 😭
1117850511925866496	460875601	null	2019-04-15 20:01:45	No tío no... tengo lágrimas en los ojos de verdad os lo digo
1117850530808647680	1692070820	null	2019-04-15 20:01:49	@ParisAMDParis Justo en Semana Santa 😱
1117850562811371525	258545368	null	2019-04-15 20:01:57	Una vidente acaba de evitar que me roben la cartera, puede que no prediga el futuro pero el presente lo ve bastante bien.
1117850571074150401	195498429	null	2019-04-15 20:01:59	@hermesmvm Coño no me acordaba de esa, pero bueno ese marico es chavista así que normal que eso haya muerto jajajaja
1117850573917904896	221143904	null	2019-04-15 20:02:00	como pa no dormir bien con estos old wishes🌛
1117850576019128322	391565859	null	2019-04-15 20:02:00	@geoestratego @elOrdenMundial @FernandoArancon @Blas_More @agarcod Felicidades!! Todo exitos!
1117850587649990656	741064479824355328	null	2019-04-15 20:02:03	no piedonf
1117850608814317568	476160439	null	2019-04-15 20:02:08	Ya ya pero en las procesiones están los primeros.....
1117850608336117760	1114823124	null	2019-04-15 20:02:08	Eso intento de la mejor manera... https://t.co/dnGv55nyMg
1117850609875427328	158488405	null	2019-04-15 20:02:08	No sé cómo hay gente con ganas de hacer coñas y corriendo a hacer memes con lo de Norte Dame... No puedo ni ver las imágenes.
1117850612836655104	4853884294	null	2019-04-15 20:02:09	que locura lo de notre-dame 💔💔
1117850631279013889	2461031143	null	2019-04-15 20:02:13	Qué horror😓
1117850639831379970	284616551	null	2019-04-15 20:02:15	@MarineTortuga @Sr_Gomas Ojalá que no. Es que sería un fallo tan gordo en seguridad que ya deberían de rodar cabezas de una puta vez.
1117850639780835328	1006079186	null	2019-04-15 20:02:15	Por Dios!! La Catedral de Notredame en llamas!!! Qué pena!! #notredame #CatedraldeNotredame #Francia
1117850688187437057	2374163124	[-3.6769, 40.43264]	2019-04-15 20:02:27	LA EMBAJADA MADRID  #reserva ☎️ 914012064 o 📧 reservas@laembajadamadrid.com  En La Embajada Madrid te ofrecemos un enclave ideal en pleno Barrio de Salamanca, 🏙 con 5 Plantas, diferentes… https://t.co/MtD3ZFKXkI
1117850717644054529	396605744	null	2019-04-15 20:02:34	@inkissidor88 @Joaquin74539415 @L_M188 @CastellaNatura Ojalá abras un libro algún día, amigo.
1117850717975384067	16477183	null	2019-04-15 20:02:34	Esta ardiendo Notre Dame!! Una pérdida terrible para el patrimonio de la humanidad
