tweetId	authorId	coordinates	date	text
1117933121423462400	324504966	null	2019-04-16 01:30:00	#Cersei es la MVP del primer episodio de #JuegoDeTronos porque se ha quedado sin elefantes y encima le toca aguantar a Euron. #VivePoniente en @movistarplus
1117933155720335365	2180146137	null	2019-04-16 01:30:09	Cada vez valoro más viajar y ver mundo ✈️ 🌍
1117933398553710592	272682380	null	2019-04-16 01:31:07	Cómo no lo voy a querer, si me hace llorar. El día que le dije a @eduardoesteve que colaboraría con todo lo que fuese basket en @ODValencia, no pensé que el mamón de @Jordi_gosalvez cantaría más títulos de @valenciabasket que yo. Felicidades!!! @GenteDeFallas disfruta per mi!!!
1117933439771185153	78429061	null	2019-04-16 01:31:16	Ganaraaaaa #LaVozMayre
1117933528287797253	78429061	null	2019-04-16 01:31:38	Es la mejor mi Voto es para  #LaVozMayre
1117933555563233286	277728553	[-3.6954564, 40.407531]	2019-04-16 01:31:44	NuBel / Madrid / Museo Reina Sofía . en NuBel https://t.co/2bfqqenhki
1117933627374022656	2782861914	null	2019-04-16 01:32:01	@raquelstrr @diegales96 Cada vez somos menos..
1117933630008045574	78429061	null	2019-04-16 01:32:02	Viva #LaVozMayre
1117933644407037954	378630234	null	2019-04-16 01:32:05	Acabo de llegar de Butarque, pero no puedo terminar el lunes sin felicitar el día que ya acaba a uno de los grandes de nuestro oficio: @NAU_Sport, que hoy (ayer) ha cumplido años. Un abrazo enorme, Nico! Eres enorme! Sigo siendo igual de buen tipo y apasionado por lo que nos une!
1117933707912982529	347503282	null	2019-04-16 01:32:20	JAJAJAJAJA HAHAHAHAYOSABÍAAAA
1117933728553213952	78429061	null	2019-04-16 01:32:25	Talento Venezolano#LaVozMayre
1117933731170390017	2422835327	null	2019-04-16 01:32:26	@Iriagal 😂😂😂 q bien se está sin currar...
1117933760576729088	2782861914	null	2019-04-16 01:32:33	@ayegaxia @david_sues Amigxs 😏
1117933759423184896	1050351839689039872	null	2019-04-16 01:32:33	⚽️ TimeCup Spring 2019 categoría Benjamín F7 Subcampeón @JuventudMadrid1 👏 E N H O R A B U E N A‼️  #SpringTimeCup2019 #TimeTeam #TorneoFutbolBase #FutbolBase #EventosDeportivos #tecnificación #primavera #spring #abril #lunes #FootFeelInterAcademy @ForoFutbolBase https://t.co/7SK7JK5AoZ
1117933912599269377	769312953476710400	null	2019-04-16 01:33:09	@mrbacerac Buenos días entonces para ti Claudio
1117934070036619265	78429061	null	2019-04-16 01:33:47	Impresionante voz voto #LaVozMayre
1117934085215801344	1510550473	null	2019-04-16 01:33:50	Sin saberlo y Sin quererlo siempre encontramos el camino👣 hacia donde alguien nos espera y nos quiere ..somos aprendices imperfectos ..buscando el camino a casa...a alguna casa en un mundo que gira y gira 🌏 #BuenasNoches  Mis 💙 #Mipensar #YoyMiscosas https://t.co/8U4UXU9JJR
1117934091834277888	1179981192	[-3.7058, 40.4203]	2019-04-16 01:33:52	'Paz Padilla' acaba de convertirse en TT ocupando la 10ª posición en España. Más en https://t.co/K5DFqqcseW https://t.co/chSbUAGH7o
1117934131290279941	331619412	null	2019-04-16 01:34:01	QUÉMAME HASTA K NO SEA MÁS K RECUERDOS
1117934172822175744	1029106007581048832	null	2019-04-16 01:34:11	maravilloso
1117934206485659648	468043806	null	2019-04-16 01:34:19	"Bastante ""light y chistosito"" el primer capítulo de @GameOfThrones. Creo que las expectativas serán cada vez más altas conforme se acerca el final de una de las mejores series de la historia.  #GameofThrones"
1117934218967908352	1041050271676342272	null	2019-04-16 01:34:22	@C4N4R1ON @Niileteee vas tarde canarion
