tweetId	authorId	coordinates	date	text	lemmatizedText
1120288643980111872	1264784004	null	2019-04-22 13:30:01	Sobre las marcas y el torreón pueden leer este artículo de @HistoriasAlcala   https://t.co/1Fg7xnfJjw	@historiasalcala sobre el marca el torreón poder leer este artículo de
1120288644969959424	227792638	null	2019-04-22 13:30:01	MENUDO HIT https://t.co/3YkxXc3u0x	menudo hit
1120288647486550018	497865409	null	2019-04-22 13:30:02	Hoy en día, sino estas suscrito a todo estas fuera de onda. Suscribete a un FABIA desde 99€/mes. #fabia #skodaFabia #skoda #renting #fabia #Like #quierounskoda #ofertas https://t.co/HhM0Z4sety	#fabia #skodafabia #skoda #renting #fabia #like #quierounskoda #ofertas hoy en día sino este suscrito todo este éuera de onda suscribeter uno fabia desde 99€/mes
1120288667975729153	735964335902724098	null	2019-04-22 13:30:07	"Llevamos 1h y media desde que hemos empezado a dar difusión al monólogo el próximo 11 de mayo y ya llevamos más de 50 personas inscritas.  📢 Monólogo ""No solo duelen los golpes"" 🗓 11 de mayo 🕕 18:00h 📍Ateneo de Madrid  ¡No te quedes sin entrada! 🙋🏾‍♀️ 👉 https://t.co/QRmSFM6bUK"	llevar 1h media desde que haber empezar dar difusión al monólogo el próximo 11 de mayo ya llevar más de 50 persona inscrito monólogo no solo dolar el golpe 11 de mayo 18:00h 📍ateneo de madrid no tú queder sin entrada 🙋🏾‍♀️
1120288678004260864	148372342	[-3.6837149, 40.436164]	2019-04-22 13:30:09	¡Hola!  ¿Has conferido el post más reciente de nuestro blog que trae las últimas novedades en G Suite?   ¿No? Pues os dejamos el link para la publicación para que no te escape nada.  https://t.co/SpPbnFKKZB	hola haber conferir el post más reciente de nuestro blog que traer el último novedad en suite no pues tú dejar el link para el publicación para que no tú escapar nada
1120288686980128768	1671651	null	2019-04-22 13:30:11	@mmoroca @somospostpc Ha habido un momento que he pensado que iban a viajar al futuro lo justo para caer entre otras dos series de star trek (en plan entre ds9 y voyager). Al final van a ser un voyager/ST:U en el futuro (que me viene perfecto)	@mmoroca @somospostpc haber haber uno momento que haber pensar que ir viajar al futuro el justo para caer entre otro dos serie de star trek en plan entre ds9 voyager al final ir ser uno voyager/st:u en el futuro que yo venir perfecto
1120288694118776832	1039469873229979653	null	2019-04-22 13:30:13	¿Q vas a hacer tu Sí por no tener o tienes una carrera Menudo pavo	ir hacer tu sí por no tener tener uno carrera menudo pavo
1120288709771968512	1066749815378386951	null	2019-04-22 13:30:17	@Derechoprofeno Es algo muy grave, es una forma de atentar indirectamente contra la humanidad. Realmente nadie ha reparado en la magnitud de la gravedad y no debería quedar impune, nos arrebataron el pasado y ahora el futuro tampoco es seguro.	@derechoprofeno ser algo mucho grave ser uno forma de atentar indirectamente contra el humanidad realmente nadie haber reparar en el magnitud de el gravedad no deber quedar impune yo arrebatar el pasado ahora el futuro tampoco ser seguro
1120288726041661441	1009923691	null	2019-04-22 13:30:20	@Qshipster Francesca ayudó muy bonito a Anna con lo del intento de aborto. En aquella época es fácil que un familiar te deje de lado por eso (aunque para el personaje de Francesca sea lo que esperas ✊🏼)  No sé, creo que yo me quedo con cualquier cosa en la que Francesca sea opción 😅	@qshipster francesco ayudar mucho bonito anna con el del intento de aborto en aquel época ser fácil que uno familiar tú dejar de lado por ese aunque para el personaje de francesca ser el que esperar ✊🏼 no saber creer que yo yo quedar con cualquiera cosa en el que francesca ser opción
1120288728587567107	2182518007	null	2019-04-22 13:30:21	@Laau_rf quiero llorar 😂😂😂😂😂😂😂😂😂😂	@laau_rf querer llorar 😂😂😂😂😂😂😂😂😂😂
