detected	from
PINTAZA, gracias!!	Gracias
Un socialista condenado por corrupción a 4 años y medio sale de prisión a los dos meses vía	Un socialista condenado por corrupción a 4 años y medio sale de prisión a los dos meses vía
Un socialista condenado por corrupción a 4 años y medio sale de prisión a los dos meses vía	Un socialista condenado por corrupción a 4 años y medio sale de prisión a los dos meses vía
Gracias! 💜	Gracias
#28AUnidasPodemos acaba de convertirse en TT ocupando la 3ª posición en España. Más en	#EleccionesGenerales28A acaba de convertirse en TT ocupando la 3ª posición en España #trndnl
la 1ª mención de #28AUnidasPodemos aparece en tu TL. ¡Ahora es Tendencia en España! #trndnl	la 1ª mención de #EleccionesGenerales28A aparece en tu TL. ¡Ahora es Tendencia en España! #trndnl
280 cuentas y 305 tuits (256 RTs) en 1 semana convirtieron #28AUnidasPodemos en Tendencia. #trndnl	635 cuentas y 681 tuits (523 RTs) en 2 semanas convirtieron #EleccionesGenerales28A en Tendencia. #trndnl
1.484.295 personas podrían haber visto #28AUnidasPodemos desde su 1ª mención hasta convertirse en Tendencia. #trndnl	903.116 personas podrían haber visto #EleccionesGenerales28A desde su 1ª mención hasta convertirse en Tendencia. #trndnl
#Top3Apps mientras #28AUnidasPodemos se convertía en Tendencia Twitter for Android 65% Twitter for iPhone 18% Twitter Web App 9%	#Top3Apps mientras #EleccionesGenerales28A se convertía en Tendencia Twitter for iPhone 40% Twitter for Android 40% Twitter Web Client 10%
#EleccionesGenerales28Abril acaba de convertirse en TT ocupando la 4ª posición en España #trndnl	#EleccionesGenerales28A acaba de convertirse en TT ocupando la 3ª posición en España #trndnl
'Luis Rojas Marcos' acaba de convertirse en TT ocupando la 6ª posición en España. Más en	#EleccionesGenerales28A acaba de convertirse en TT ocupando la 3ª posición en España #trndnl
Gracias a 🥰	Gracias
Buenos días ¿Habéis preparado ya la papeleta para ir a votar ? #28A #28Abril	Buenos días ¿Habéis preparado ya las papeletas para las urnas ? #28A #28Abril
