detected	from
"Opinión subjetiva, no científica, a pie de urna: esta vez hemos cambiado el ""son todos iguales"" por ""nos jugamos mucho"". #28A"	"Opinión subjetiva, no científica, a pie de urna: esta vez hemos cambiado el ""son todos iguales"" por ""nos jugamos mucho""."
Ea pues ya hemos votado...que Dios nos pille confesaos... #EleccionesGenerales28Abril #Elecciones2019	Ea pues ya hemos votado...que Dios nos pille confesaos... #EleccionesGenerales28Abril #Elecciones2019
Ya he votado con ilusión y orgullo. Porque la España que quiero mire al futuro. Haz que no pase el odio y la intolerancia. Vota ❤️ #EleccionesGenerales28A	Ya he votado con ilusión y orgullo. Porque la España que quiero mire al futuro. Haz que no pase el odio y la intolerancia. Vota ❤️ #28A #elecciones2019 #eleccionesgenerales en IES Principe Felipe
Espera, que compré vocal. Que menos mal que lo soy xq también soy pobre y no puedo costearme la Ruber 😂. Y que pa guapo tú, tururú 😄😚.	Menos mal xq tiene soy pobre 😂😂😂.
Eso está hecho	Hecho
Yo ya he votado :))))))	He votado 💪🏼🏳️‍🌈 #EleccionesGenerales28A
Que más quisieras .... jajaja jajaja	Jajaja ya ves
mujer con buen gusto :D	Que buen gusto niño💖
Ya ves, menos mal.	Jajaja ya ves
Muy bien!! A ver quien ganará...	Muy bien!
No jodas 😱	No me jodas!! 😡😡
Si, si...	GOOOOOOOOOOL, QUE SI QUE SI JODER
Annais, ya te hemos incluido en el listado de SEOs de España, 🙌😉	Ainhoa, ya te hemos incorporado en el listado de SEOs de España, 🙌😉
El Sevilla es gallegófobo	El Sevilla sea gallegófobo
Por España, todo por España, viva España y el Real Madrid	Votando por y por España.
Muchas gracias	¡Eso no me lo dices a la cara! Muchas gracias. 8-)
'Ricciardo' acaba de convertirse en TT ocupando la 10ª posición en España. Más en #trndnl	'Leicester' acaba de convertirse en TT ocupando la 9ª posición en España. Más en #trndnl
"Cualquiera: ""He ejercido mi derecho a no votar"". Yo: #EleccionesGenerales28A #28A #EleccionesGenerales"	Yo ya he ejercido mi voto #28A
