detected	from
Que hostia tienes chaval..que hostia	Que hostia tienes chaval..wue
Este 1 de mayo un homenaje a la profesión. La edición de libros es hermosa, creativa, agradecida. Hay libros para siempre, ellos seguirán en las librerías cuando nos hayamos ido. Mucho reconforta. …	Homenaje en el 1 de mayo a la profesión. La edición de libros es hermosa, creativa, agradecida. Hay libros para siempre, ellos seguirán en las librerías cuando ya no estemos. Mucho reconforta.
Muchas gracias	Muchas gracias
#1demayo2019 en #villaverde #3raDivGr7 para ver el vs. davsantaana FINAL: 1/0 #pasion #somosproas #working #scouting ondamadrid	#1demayo2019 en #villaverde #3raDivGr7 para ver el vs. FINAL: 1/0 #pasion #somosproas #working #scouting
Retrato de José (Madrid, 2019). en Madrid, Spain	Madrid me pierde... #bellasinparar en Madrid, Spain
Unpopular opinion. Si el wandabeu estuviese donde el Calderón, seguirá siendo una mierda de estadio. Bien comunicado, pero una mierda. Mal parido desde el principio.	Impopular opinión. Si el wandabeu estuviese donde el Calderón seguiría siendo una mierda de estadio. Bien comunicado, pero una mierda.
Te va a ir a buscar Gendarmeria por vacilón 😂 😂 😂 😂	Te va a ir a buscar Gendarmeria por vacilón 😂😂😂😂
Acaba de publicar una foto en Plaza de Colón	Acaba de publicar una foto en Community of Madrid
Muchas gracias por defender, el Blindaje	Muchas gracias
Acaba de publicar una foto en Plaza de Colón	Acaba de publicar una foto en Community of Madrid
Que ha pasado?	Que ha pasado con casillas?
Venezuela es noticia. en Plaza de Colón	Venezuela ahora en Plaza de Colón. #VamosConTodo #VamosBien en Plaza de Colón
Estoy ahorrando pa' ti, pa' comprarte la luna por que no se me quita el gusanillo de ti.	Estoy ahorrando pa' ti, pa' comprarte la luna por que no se me quita el gusanillo de ti.
