detected	from
por si no sabéis de qué palo voy, aquí tenéis una pista. #28A #VotaPorFavor	por si no sabéis en qué lado estoy, aquí os dejo una pista.
La app oficial #EleccionesGenerales28A	La oficial
Pues ya he votado #VotaPorFavor #EleccionesGenerales28A	Ya he votado Y tú?
Jajajaja	Jajajaja nooo que me pegan 😂😂😂
Ejerciendo mi derecho al voto. Recuperando juntos el futuro de España. Día histórico, ¡vamos a conseguirlo! 🇪🇸 #28A #ValorSeguro #MasPPMásEspaña #EleccionesGenerales28A	Ejerciendo mi derecho al voto. Recuperando juntos el futuro de España. Día histórico, ¡vamos a conseguirlo! 🇪🇸 #28A #ValorSeguro #MasPPMásEspaña #EleccioneGenerales28A
se queda con la mano en el aire porque una miembro de la mesa donde ha votado no ha querido dársela Foto: Jordi Soteras	se queda con la mano en el aire porque la presidenta de la mesa donde ha votado no ha querido dársela Foto: Jordi Soteras
Aspirantes A Ir Aupados …	Aspirantes A Ir Aupados …
Aspirantes A Ir Aupados …	Aspirantes A Ir Aupados …
A tu salud	Salud compañero
rechazaria el ressto de vidas si me dan una eternidad contigo	recharia el ressto de vidass si me dan una eternidad contigo
Hoy Toros en MADRID. kevindeluisfans ksenia_la_rusa plazalasventas à Puerta del Sol Madrid	#madrid 🇪🇸 Plaza de la Puerta del Sol
En realidad mantengo con una relación amor-odio 😆, yo sé que es por nuestro bien, pero nos lleváis a veces al límite eh... ojalá a mí tb gustaría verme de uniforme, verde! Jeje. Dios mediante. Buen finde.	En realidad mantengo con una relación amor-odio 😆, yo sé que es por nuestro bien, pero nos lleváis a veces al límite eh... ojalá me gusta de verde.
Gracias, 😊	gracias por todo 💚
esta imagen acabaría con el hambre en el mundo.	En esta imagen acabaría con el hambre en el mundo.
Buenos días Madrid.... en Madrid, Spain	Buenos días
Ya he votado 😃 #28A #EleccionesGenerales28A	Ya he votado Y tú?
