detected	from
Plaza de Cervantes en Alcalá de Henares, Madrid	Corral de comedias de Alcalá de Henares en Alcalá de Henares, Madrid
Tezanos creo que lo ha clavado al final; mayoria de izquierdas, con gran subida de podemos y victoria del PSOE	pues Tezanos lo ha clavado al final
Debería investigar esto el #28A	Debería investigar esto el
"Si utilizáis el grito de ""Arriba España"" para defender o argumentar el machismo, el racismo, la homofobia... cómo pretendéis que todos encontremos España como un país libre, en el que reine la igualdad y nos sintamos todos representados?"	"Si utilizáis el grito de ""Arriba España"" para defender o argumentar el machismo, el racismo, la homofobia y demás colectivos excluidos, cómo pretendéis que todos encontremos España como un país libre y en el que reine la igualdad?"
"Si utilizáis el grito de ""Arriba España"" para defender o argumentar el machismo, el racismo, la homofobia... Cómo pretendéis que todos encontremos España como un país libre, en el que reine la igualdad y nos sintamos todos representados?"	"Si utilizáis el grito de ""Arriba España"" para defender o argumentar el machismo, el racismo, la homofobia y demás colectivos excluidos, cómo pretendéis que todos encontremos España como un país libre y en el que reine la igualdad?"
Se cerraron los colegios electorales, que comiencen los juegos del hambre	QUE COMIENCEN LOS RECUENTOS DEL HAMBRE.
Gracias!	Gracias!!! Jajaja
Ainch que nervios	¡Que nervios! 😣😣😣
Muchísimas gracias bonico! &lt;3	Muchísimas gracias bonico!!&lt;3
no me fío nada de esto estoy super nervioso	Estoy nervioso
Empieza el escrutinio	empieza el escrutinio... mucha suerte 😔
Dime que sí	Pues sí. 😉
Primer sondeo de este #28A	En el primer sondeo gana la izquierdas 🤞🏿
Hay mucho mucho rojo mierda	Pero mucho...
Madre mía que todos los sondeos a pie de urna dan más de 110 escaños para el PSOE y descalabro del PP. #28A	Madre mía que todos los sondeos a pie de urna dan más de 110 escaños para el PSOE y descalabro del PP.
¡ Estoy muy nervioso y emocionado con que la participación que hubo ! 🤞🏻🙏🏻	Estoy nervioso
No, no lo soy y no me gustaría :(	🤞🏻🤞🏻🤞🏻 que no
Lo que le hará a los pobres abuelos....	Ladrona asquerosa lo que le hará a los abuelos esta sinvergüenza .
Es dura, verdad?	a ver si es verdad 😔
Acabo de venir de votar	Acabo de llegar de votar xd
'Vox 36-38' acaba de convertirse en TT ocupando la 9ª posición en España. Más en #trndnl	#EleccionesRTVE acaba de convertirse en TT ocupando la 6ª posición en España. Más en
👉🏻 📗#Reseña de «La hondonada» de Jhumpa Lahiri y ▶️	👉🏻 📗#Reseña de «La hondonada» de Jhumpa Lahiri y
